,id_enterprise,enterprise_name,job_name,city,job_description,hierarchy_level,job_type,functions,sectors
65,13611,Urban Linker,Développeur Fullstack Python,"Lyon, FR","Cette startup ne cesse de grandir et conquérir de nouveaux marchés, c’est pourquoi elle recherche aujourd’hui son prochain développeur pour l’accompagner dans cette croissance. L’équipe R&D de la startup ne cesse de chercher des solutions innovantes pour améliorer son service.PosteAvec l’accompagnement d’un lead developer, tu participeras à la conception de nouvelles fonctionnalités et l’amélioration continue de leur plateforme.Selon ton niveau d’expériences et tes compétences, tu pourras aussi être amené à développer sur la partie frontend et mobile.Stack techno : Nécessaire : Python / Django ou Flask ; PostGreSQL.Petit plus si : Connaissances en Angular et/ou IonicPackage38 à 45K selon expérience + avantages (mutuelle, tickets resto, transports)Les +Ouvert sur le remoteIntéressementBureaux superbesÉquipe Multiculturelle et accueillanteQue tu sois un développeur junior avec déjà une première expérience professionnelle ou plus confirmé, ce poste peut te correspondre ! L’équipe est prête à te faire monter en compétence rapidement, si besoin, dans le respect des bonnes pratiques de code !Tu es capable d’échanger correctement en anglais et surtout, tu adoooooores Python !Si tu t’es reconnu, alors n’hésites plus et postule !DATA ANALYST JUNIOR | FINTECH | PARIS CENTREParis, FranceFintech en pleine internationalisation cherche son Data Analyst junior !DevOps Ruby AWS Senior (H/F)Paris, FranceStartup qui n’a pas peur de bousculer le marché, dans le secteur du recrutement, recherche un DevOps Ruby pour migrer sur le Cloud !Key Account Manager (H/F)Paris, FranceSi tu souhaites intégrer une Start-up innovante en pleine croissance, fonce !13.02.2019UI/UX Designer: deux métiers proches, mais si différents",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
66,13612,Intrum-fr,DATA ANALYST H/F,"Saint-Priest, FR","Description du posteDans le cadre d'un remplacement de congé maternité, au sein de notre pôlePerformance opérationnelle, vous serez en charge de deux principalesMissionsParticiper activement à la mise en place de nouvelles méthodes de travailde business Intelligence & data analytics.En effet, le Groupe a pour objectif de transformer ses méthodes de travailpar l’utilisation d’outils de Business Intelligence dans le cadre d’unprojet d’envergure internationale. Pour ce faire, vous serez en charge dela création des rapports ( besoins utilisateurs, meilleurs KPI, efficienced’accès à la donnée, et présentation des rapports ).Acteur clef à l’issue du déploiement, en lien avec les équipes groupe pourla maintenance et l’évolution des reporting mis en œuvre, en lien avec lesdifférents utilisateurs / clients internes.Avoir en particulier la mission d’optimiser la performance opérationnellesur le périmètre « Rachats de Créances », en coordination avec le portfoliomanager France.Projection des encaissements du service « Rachats de créances »Participation à la création et la mise à jour de reporting d’activitéPréparation de la réunion mensuelle du service (bilan et objectifs)Analyse de la performance des portefeuilles de créancesAnalyse & Optimisation des processus de recouvrement dans leur globalitéProfil recherchéDe formation bac +4/5 avec une spécialisation en statistiques / économétrie/ Informatique décisionnelle, vous avez une première expérience sur unefonction similaire.Vous êtes en capacité d’analyser et de synthétiser des données. Pour cefaire, vous avez une excellente maîtrise des outils informatiques et de BI( Qlikview, ...).Des relations régulières avec les équipes internationales sont prévues,votre niveau d'anglais doit donc être impérativement courant (parlé etécrit).Force de proposition, vous travaillerez en étroite collaboration avecdifférents services. Votre excellent relationnel vous permettra doncd'avoir un bonne communication et une bonne coordination dans unfonctionnement transversal. Vous avez l’esprit d’équipe.Et enfin, vous êtes autonome, curieux(se), organisé(e) et rigoureux(se).Autres informationsPourquoi choisir Intrum ?Un positionnement privilégié au cœur du Parc Technologique de Saint Priest(à 35mn de Lyon Centre et de Bourgoin-Jallieu)L’intégration dans un groupe international avec des possibilités decarrières dans 24 paysPartager cette offreMentions légalesDonnées personnelles",Premier emploi,Temps plein,['Technologies de l’information'],"['Avocats', 'Banques', 'Services juridiques']"
67,13613,Urban Linker,Développeur Python Django sénior,"Lyon, FR","Cette PME innovante est en pleine croissance, c’est pourquoi elle recherche aujourd’hui son prochain développeur pour l’accompagner. L’équipe R&D ne cesse de chercher des solutions innovantes pour améliorer son servicePosteAvec ton équipe tech, tu participeras à la conception de nouvelles fonctionnalités et l’amélioration continue de leur plateforme.Tes Missions Seront Participer à l’écriture des spécifications fonctionnelles Rédiger les spécifications techniques avant l’implémentation Implémenter les nouvelles fonctionnalités Corriger les anomalies Relire le code des autres membres Stack technnique : Python / DjangoPetit plus si connaissances enIntégration continue : Github, Gitlab, Jenkins, CI/CDPackage 35 à 40K + avantages (mutuelle, tickets restaurants, prime d’intéressement) Les +Ouvert sur le remote à temps partielBureaux superbesÉquipe Multiculturelle et accueillanteQue tu sois un développeur junior ou plus confirmé, ce poste peut te correspondre ! L’équipe est prête à te faire monter en compétence rapidement, si besoin, dans le respect des bonnes pratiques de code !Tu es capable d’échanger correctement en anglais et surtout, tu adoooooores Python !Si tu t’es reconnu, alors n’hésites plus et postule !Développeur Python / DjangoLyon, FranceUne expérience enrichissante dans une startup en plein croissance, ça t’intéresse ?DEVELOPPEUR SENIOR PHP7 SYMFONY3 #BRAS DROIT DU CTO #STARTUPParis, FranceChallenge international sur un secteur pas encore discrupté, avec pour mentor un CTO de renommée. Que demander de + ? Allez, clique pour en savoir (...)Développeur backend node.js (H/F)Paris, FranceRejoins la start-up qui maximise le potentiel commercial de chaque entreprise grâce au digital !12.08.2016Développeur: Comment définir votre projet avant l'entretien ?",Confirmé,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
68,13614,Carriere-info.fr,Analyste fonctionnel informatique Senior Salesforce,"Lyon, FR","SIDERLOG Conseil est un cabinet de conseil basé à Lyon, Nantes, Niort et Paris qui intervient au cur des projets SI de sociétés grands comptes.Nos Domaines D’intervention Sont Les Suivants Organisation et conduite du changement Management de projet SI et AMOA Décisionnel, Data & DigitalPour accompagner un de nos clients grand compte, nous recherchons un Consultant AMOA Business Analyst Senior.Il devra prendre en charge les activités suivantes :Rédaction et mise à jour de spécifications fonctionnelles détailléesRédaction des cahiers de testsRéalisation des tests fonctionnelsConfiguration Salesforce standard (création d’objets / workflows / process builders) et avancée (Flows & correction de Class APEX)Animation de workshops métierSuivi du développement en relation avec une équipe offshoreCertifications ObligatoiresCertification Salesforce Administrateur (ADM201)Certifications RecommandéesCertification App BuilderSkillsMaîtrise de la configuration générale de la plateforme Salesforce (Profile, Permission sets, custom settings, custom labels, custom metadata type)Maîtrise des processus Salesforce standard de modification automatiques des données (Workflows, Flows, Process builder)Maîtrise du modèle de données standard Salesforce et des outils d’analyses (workbench, salesforce inspector)Connaissances des bases développement Salesforce (Apex class / Visualforce / Batch / Triggers)Capacité de proposition de solutions techniques à implémenter en accord avec les architectes du ProgrammeSoftskillsAnglais obligatoireExpérience de travail avec des équipes offshoreBonne gestion de la coordinationÊtre force de proposition",Confirmé,Temps plein,['Technologies de l’information'],"['Technologies et services de l’information', 'Réseaux informatiques', 'Sécurité informatique et des réseaux']"
69,13615,Adsearch SAS,Data analyst h/f,"Limonest, FR","Le cabinet Adsearch IT recrute pour un de ses clients basé dans l'ouest Lyonnais un DATA ANALYST SENIOR (h/f)Spécialiste de la DATA, vous intégrez une nouvelle équipe afin d'accompagner des entreprises et les marques sur toutes les étapes du parcours client.Vos Missions Réalisation d'études ad hoc sur les comportements clients. Mettre en œuvre les leviers statistiques décisionnels pour la conduite et l'analyse des programmes de marketing relationnels et de stimulation des acteurs de ventes. Etre force de conseil, proposer et présenter des restitutions chiffrées, synthétiques et efficaces.Nous recherchons une personne ayant un réel esprit d'équipe, vous êtes rigoureux et pédagogue.Vous maîtrisez parfaitement le langage SQL et l'un des principaux logiciels statistiques (SAS, R, Spark, …)Vous avez entre 5 et 8 années d'expérienceDiplômé(e) d'une formation (BAC +5) statistiques, base de données, informatique décisionnelleLE PROFILE RECHERCHÉNous recherchons une personne ayant un réel esprit d'équipe, vous êtes rigoureux et pédagogue.Vous maîtrisez parfaitement le langage SQL et l'un des principaux logiciels statistiques (SAS, R, Spark, …)Vous avez entre 5 et 8 années d'expérienceDiplômé(e) d'une formation (BAC +5) statistiques, base de données, informatique décisionnelleL'ENTREPRISEAdsearch, cabinet de recrutement du Groupe Adéquat, recrute en France et à l'international des profils d'experts techniques et de cadres pour ses clients. Spécialisés dans leur domaine, nos dénicheurs de talents vous accompagnent tout au long de votre carrière. Adsearch, simplement pour vous !Retrouvez toutes nos offres sur www.adsearch.fr",Premier emploi,Temps plein,['Technologies de l’information'],"['Technologies et services de l’information', 'Recrutement ', 'Ressources humaines']"
70,13616,TLScontact,Head of Products & Partnerships H/F Lyon 3,"Lyon, Auvergne-Rhône-Alpes, France","The Head of Products & Partnerships will manage TLScontact’s evolving Product team, and play a critical role in optimising our current product and service portfolio and capitalising on the significant growth opportunity this area represents. You will actively seek to develop profitable new products, partnerships, and services that enhance and add value to our core visa process outsourcing activity. The new Head of Products and Partnerships (HPP) will be a strong negotiator with advanced partner development skills and significant experience of managing the product and service lifecycle from conception to maturity.Activities·        Strategy & Roadmap Developmento   Develop and refine the overall Product strategy with the Product & Marketing Director.o   Work with the Product Manager to develop and validate individual roadmaps for the optimisation of current products and the development of new products and partnerships aligned to specific user groups.o   Take responsibility for the full product lifecycle, ensuring current products and services are optimised and there is a qualified pipeline of new products in development to meet commercial and operational needs. ·        Product & Partner Developmento   Own the relationship with current and potential service partners, third party vendors, and channel partners who are critical to delivering services within the portfolio.o   Identify, research, engage, and negotiate with potential partners who can help TLScontact develop an innovative, compelling and profitable portfolio of added value products to meet the needs of our government clients and end-users.o   Liaise with key stakeholders within the business to drive specific initiatives and opportunities, including Client Directors, the Bid Director and Operational leads.o   Work with the wider Product team to implement pilot projects and establish MVP trials for products entered into the roadmap.o   Map the product pipeline against viable markets and audiences to identify regional gaps where bespoke product development activity should be undertaken.·        Product Leadershipo   Be the ambassador for Product within the organisation, using a continuous improvement mindset to continually look for opportunities to work with operations, regional teams and country managers to increase product sales and profitability.o   Form strong and collaborative relationships with organisational units that play a crucial role in the product lifecycle, including IT, legal, data protection and security.o   Liaise with Client Directors to ensure products entering the development phase are in line with client objectives, contractual obligations, and account strategy. ·        Analysis & Reviewo   With the support of the Product Marketing Manager and the Product & Marketing Analyst, create financial models and business cases to support the development of individual products and the realisation of department objectives.o   Track and report product development progress against the roadmap and key milestones, along with financial performance for products and services post-launch.Your Profile : ·        7+ years product and/or service development experience required, which may include partner development activity, channel development or a direct involvement in building successful strategic alliances.·        Experience of developing individual services that are managed as products would be beneficial, although candidates with experience working across software or other industries are encouraged to apply.·        Distinct sales or business development experience will be an advantage.·        The ideal candidate will have a combination of both B2C and B2B/B2G experience, although strong candidates on either side are encouraged to apply.·        Ideal industry experience would include any combination of:o   B2B/B2G business process outsourcing, software, IT solutionso   B2C travel services, citizen services for public sector organisations·        Candidates with experience of working in large, complex organisations that operate across multiple global locations will be preferred, but this will not exclude candidates with differing backgrounds.Knowledge·        Strong experience in product / service management and development.·        Significant experience of identifying, engaging and negotiating with partners and third-party vendors in order to build a product or service offering.·        Knowledge of developing product roadmaps, managing backlog, product prioritisation, and the product lifecycle.·        Any specific experience and knowledge of visa, travel and citizen services will be an advantage.·        Any experience of government outsourcing and foreign affairs will be of significant benefit.Capabilities·        Negotiation and business development skills.·        Strong research and analytical skills.·        Excellent written and verbal communication skills.·        Project management and organisational skills.·        A skilled collaborator, capable of working with diverse teams and negotiating complex processes.·        Ability to manage multiple projects – with expert organisational skills.Attitude·        Commercial sense·        Assertive and curious self-starter·        Able to work independently and without close supervision·        Able to build effective interpersonal working relationships across the organisation,·        Able to understand complex situations and to adapt / react to unforeseen circumstances.",Manager,Temps plein,"['Développement commercial ', 'Responsable produit', 'Commerce']","['Externalisation/délocalisation', 'Services aux consommateurs', 'Services d’investissement']"
71,13617,Micropole,Chef de projets Master Data Management H/F,"Villeurbanne, FR","Groupe international spécialisé en conseil et technologies innovantes, Micropole recrute un Chef de Projets MDM.Acteurs incontournables sur les sujets de gouvernance des données, les collaborateurs Micropole Rhône-Alpes participent activement à la croissance et au rayonnement de l’agence.Au quotidien, en tant que spécialistes de l’intégration des principaux outils du marché, ils accompagnent des clients de tous secteurs d’activité dans la mise en œuvre de leurs référentiels afin de fiabiliser et valoriser leurs données.Vos MissionsEn charge d’une équipe organisée en mode agile ou classique, vous êtes l’interface entre nos clients, les développeurs et les autres membres du dispositif projet. Vous intervenez sur le pilotage des différentes phases d’un projet en assurant la qualité des livrables ainsi que la bonne gestion du planning et du budget associés. Vous assurez le suivi et vous êtes garant de l’occupation des équipes pour assurer un dispositif opérationnel (suivi de staffing, suivi des tableaux de bord et des indicateurs...) Vous pratiquez une activité de reporting, de remontée et d’alerte auprès de votre hiérarchie et / ou des autres équipes impactées par le projet. Vous intervenez sur la conception, la modélisation générale et détaillée, l’élaboration et l’exécution des plans d’amélioration et de mise en cohérence des données et la rédaction des normes business. Vous pouvez également participer activement aux avant-ventes : chiffrage, réponse à appel d’offres, rédaction des réponses techniques et fonctionelles, évaluation des charges, soutenance. Votre ProfilA l’aise avec l’encadrement d’équipe et l’animation de projets au forfait et en régie, vos expériences passées vous ont amené à mettre en avant votre capacité à intégrer des problématiques fonctionnelles complexes, à analyser les risques et à être force de propositions.De formation supérieure, vous avez au moins 4 ans d’expérience professionnelle en conduite de projets soit : BI avec des expériences en data quality et des aptitudes en modélisation transactionnelle. Web avec des expériences en modélisation de processus métiers. Ou vous avez une première expérience réussie en tant que Business Analyst et vous souhaitez évoluer vers de la chefferie de projet.Vous avez l’habitude de travailler avec des solutions progicialisées. La maîtrise des concepts des référentiels de données (MDM) est un plus.Enfin, vous souhaitez rejoindre une entité dynamique dans laquelle les collaborateurs portent l’esprit d’équipe et travaillent sur des projets innovants.Micropole croit en ses talents et les accompagne dans leur montée en compétences pour être toujours au niveau des exigences du marché.Avec notre plateforme Micropole Learning Solutions. Devenez acteur de votre carrière, Join the #InnovativePeople team !Pour candidater, merci d’envoyer votre CV à : recrutement.lyon@micropole.com Réf : 2019-BAMDM-RA",Manager,Temps plein,"['Management de projet', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
72,13618,FeuVert,DATA ANALYST JUNIOR H/F,"Écully, FR","Informations générales Localisation ECULLY Description du poste Métier Siège Social (69Ecully)Etudes Statistiques et Pricing Intitulé du poste DATA ANALYST JUNIOR H/F Contrat CDI Temps de travail Temps complet Statut Agent de maîtrise Description de la mission Bienvenue chez Feu Vert ! Nous possédons plus de 40 ans d'expérience dans le monde de l'équipement et de l'entretien automobile. Aujourd'hui leader européen avec près de 450 centres automobile en Europe dont plus de 350 en France, Feu Vert emploie plus de 3000 collaborateurs sur l'ensemble du territoire français, et vous propose de réelles opportunités en termes de carrière et de développement des compétences. Notre site Feuvert.fr compte à ce jour 1, 4 millions de visites uniques par mois. Feu Vert est présent sur plusieurs milliers de contenus graphiques (publicité, réseaux sociaux...) et compte accélérer son développement digital en 2020. Au sein de la Direction Digitale, vous contribuez à améliorer la connaissance client et le parcours des utilisateurs. Vos missions principales seront les suivantes :L'analyse des comportements clients : extraction et étude de données, réalisation de rapports statistiquesLa veille de la qualité des bases de données marketing (cleaning, dédoublonnage, actualisation…)En collaboration avec la DSI vous mettrez en place des projets data, base de données clients, IT CRMEn collaboration avec l'équipe CRM vous ciblez les clients, établissez des plans de contact et suivez les performances Profil Vous êtes issu d'une formation en informatique, en statistiques ou en mathématiques et vous disposez d'un niveau Bac +5. De plus, vous justifiez d'une expérience de 6 à 12 mois sur ces mêmes missions. Une maîtrise de SQL, Excel et Dataviz (Tableau) sont nécessaires. Vous êtes bien organisé, faîtes preuve d'un bon esprit d'analyse et d'une grande capacité à travailler en équipe. Si vous vous reconnaissez dans ce profil, alors vous êtes peut être notre futur(e) Data Analyst CRM Junior ! Exploitation Non concerné Autres avantages Nous vous proposons une rémunération fixe et différents avantages :Une participation aux frais de déjeuner pris en cafétéria d'entrepriseNotre mutuelle entrepriseUne épargne salariale attractiveUn Comité Social et Économique dynamiqueSous conditions d'ancienneté, l'accès à des tarifs préférentiels sur l'achat des produits commercialisés et des prestations mécaniques proposées par Feu Vert Entreprise handi-accueillante. Fourchette de salaire Entre 28K et 32K par an en fonction du profil Localisation du poste Localisation du poste France, Auvergne-Rhône-Alpes, 69RHONE Lieu 11 Allée Moulin Berger, 69130 Écully, France Critères candidat Niveau d'études min. requis Bac+5 Niveau d'expérience min. requis moins d'1 an Spécialisation Informatique Mathématiques Statistiques Compétences Très bon relationnel Sens très marqué pour le service Client Rigueur & qualité dans le travail",Confirmé,Temps plein,['Technologies de l’information'],"['Industrie automobile', 'Ressources humaines', 'Commerce de détail']"
73,13619,Kiss The Bride,Data Analyst Senior,"Limonest, FR","Vos missionsMettre en œuvre les leviers statistiques décisionnels pour la conduite et l’analyse des programmes de marketing relationnels et de stimulation des acteurs de ventes (calcul des ROI, analyse des opérations commerciales, ciblages, etc.) ;Réaliser des études ad hoc sur les comportements clients (segmentation, analyse du comportement d’achat, études prédictives de consommation produits, …) ;Veiller à la qualité des données ;Conseiller, proposer et présenter des restitutions chiffrées, synthétiques et efficaces.Vos compétencesVous avez l’esprit d’équipe, vous êtes rigoureux, pédagogue et force de propositionVous maîtrisez parfaitement le langage SQL et l’un des principaux logiciels statistiques (SAS, R, Spark, …)De 5 à 8 ans d’expérience en analyse de données en agence ou chez l’annonceurDiplômé(e) d’une formation (BAC +5) statistiques, base de données, informatique décisionnelleIdéalement, vous avez travaillé sur un outil de datavisualisation (Tableau, Power BI ou SAS VA)Mais aussi, vous faites preuve de…Qualité relationnelleCuriosité et de proactivitéÉtat d’esprit positif et constructifSensibilité marketing et commercialeCapacités d’analyse, de synthèse et de structurationJe postule !",Confirmé,Temps plein,['Technologies de l’information'],"['Marketing et publicité', 'Logiciels informatiques', 'Internet']"
74,13620,Sanofi,ITS SOC Analyst M/F,"Lyon, FR","Le contenu du poste est libellé en anglais car il nécessite de nombreuses interactions avec nos filiales à l’international, l'anglais étant la langue de travail. Sanofi is looking for an experienced Cyber Security Operations Center (SOC) analyst. This is an opportunity to work in a state of the art SOC with cutting edge cyber security technologies and work alongside other experienced and knowledgeable experts. Sanofi takes cyber security very seriously and ensures that SOC analysts are provided the right tools and training to be able to respond to unexpected and complex attack strategies. This is a great opportunity to expand your knowledge, experience and career. The Sanofi SOC is global and responsible to monitor, detect and respond to any possible cyber attack.The SOC analyst needs to be an expert in cyber security. He/She must have expertise in forensics across various operating systems and technologies. He/She is responsible for developing new detection and response capabilities. The SOC analyst will be a highly competent computer scientist, capable of improving existing processes and technologies and developing brand new strategies and technologies. The SOC analyst must also be knowledgeable and respectful of all relevant legal and compliance requirements. The goal is to ensure that Sanofi has highly competent cyber security experts to lead and puzzle out any attacks we might face.The SOC analyst will ensure that appropriate forensics information is gathered from each incident engagement. Root cause analysis will be completed to ensure we learn from each incident and improve our detection and protection capabilities. The SOC analyst is the expert who can identify security gaps, missing controls and detection strategies. The Analyst ensures risk reduction by developing rapid response strategies, expanding protection capabilities and improving the time to remediation so that dangerous security situations are quickly and effectively resolved.Profile:Formal Education and Experience Required:University/Master’s Degree in Computer Science, preferably in Information Security.Real world SOC or forensics experience.Computer Programming skills, especially in Python.10 years of professional experience in IS/IT, of which 5 years is in IS/IT Security.Security Certifications like CISSP or CEH.Expertise and Competencies:The candidate should have significant expertise in common operating systems like Windows, MAC and Linux. As a SOC analyst, expertise in understanding how these systems can be attacked, defended and forensically investigated in important. Basic understanding of computer networks, firewalls, intrusion prevention technologies, and Antivirus technologies is necessary. Real world experience working with these technologies is expected. Expertise as a red team penetration tester or a blue team system defender would be preferred. Candidates should also have some experience with Security Information Event Management (SIEM) systems and Event Detection and Response (EDR) technology.Basic scripting skills in Python, Powershell and Visual Basic would be expected. More advanced programming skills are not required but would add strongly to the profile.Leadership and strong communication skills are required to lead small teams in times of crises and to provide efficient communications around risk and threat levels. A good ability to translate complex technical stories into non-technical language is necessary. Candidates should also be capable of determining the confidentiality level of topics and ensuring that confidential data is treated appropriately and not leaked or exposed. Candidates should work well with others and have strong listening skills.Candidates should have experience working globally across cultures and organizational levels. They should be aware and have working knowledge of international privacy and regulatory requirements for industry in general and for the Pharmaceutical industry specifically.Finally, the SOC analyst should be able to function with a high level of autonomy. They should be willing to take on responsibility, take initiative and ensure tasks are completed efficiently and thoroughly. They should be appropriately assertive and ensure strong rigor in how they treat each subject.Mastery of English is required.Sanofi is committed to welcoming and integrating people with disabilities.At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.As part of its diversity commitment, Sanofi is welcoming and integrating people with disabilities.",Premier emploi,Temps plein,['Technologies de l’information'],"['Industrie pharmaceutique', 'Chimie', 'Biotechnologie']"
75,13621,Feu Vert,DATA ANALYST JUNIOR H/F,"Lyon, FR","Description du poste Métier Siège Social (69Ecully)Etudes Statistiques et Pricing Intitulé du poste DATA ANALYST JUNIOR H/F Contrat CDI Temps de travail Temps complet Statut Agent de maîtrise Description de la mission Bienvenue chez Feu Vert ! Nous possédons plus de 40 ans d'expérience dans le monde de l'équipement et de l'entretien automobile. Aujourd'hui leader européen avec près de 450 centres automobile en Europe dont plus de 350 en France, Feu Vert emploie plus de 3000 collaborateurs sur l'ensemble du territoire français, et vous propose de réelles opportunités en termes de carrière et de développement des compétences. Notre site Feuvert.fr compte à ce jour 1, 4 millions de visites uniques par mois. Feu Vert est présent sur plusieurs milliers de contenus graphiques (publicité, réseaux sociaux...) et compte accélérer son développement digital en 2020. Au sein de la Direction Digitale, vous contribuez à améliorer la connaissance client et le parcours des utilisateurs. Vos missions principales seront les suivantes :L'analyse des comportements clients : extraction et étude de données, réalisation de rapports statistiquesLa veille de la qualité des bases de données marketing (cleaning, dédoublonnage, actualisation…)En collaboration avec la DSI vous mettrez en place des projets data, base de données clients, IT CRMEn collaboration avec l'équipe CRM vous ciblez les clients, établissez des plans de contact et suivez les performances Profil Vous êtes issu d'une formation en informatique, en statistiques ou en mathématiques et vous disposez d'un niveau Bac +5. De plus, vous justifiez d'une expérience de 6 à 12 mois sur ces mêmes missions. Une maîtrise de SQL, Excel et Dataviz (Tableau) sont nécessaires. Vous êtes bien organisé, faîtes preuve d'un bon esprit d'analyse et d'une grande capacité à travailler en équipe. Si vous vous reconnaissez dans ce profil, alors vous êtes peut être notre futur(e) Data Analyst CRM Junior ! Exploitation Non concerné Autres avantages Nous vous proposons une rémunération fixe et différents avantages :Une participation aux frais de déjeuner pris en cafétéria d'entrepriseNotre mutuelle entrepriseUne épargne salariale attractiveUn Comité Social et Économique dynamiqueSous conditions d'ancienneté, l'accès à des tarifs préférentiels sur l'achat des produits commercialisés et des prestations mécaniques proposées par Feu Vert Entreprise handi-accueillante. Fourchette de salaire Entre 28K et 32K par an en fonction du profil Localisation du poste Localisation du poste France, Auvergne-Rhône-Alpes, 69RHONE Lieu 11 Allée Moulin Berger, 69130 Écully, France Critères candidat Niveau d'études min. requis Bac+5 Niveau d'expérience min. requis moins d'1 an Spécialisation Informatique Mathématiques Statistiques Compétences Très bon relationnel Sens très marqué pour le service Client Rigueur & qualité dans le travail",Confirmé,Temps plein,['Technologies de l’information'],"['Industrie automobile', 'Recrutement ', 'Commerce de détail']"
76,13622,Cegid,Planificateur Support et Data Analyst H/F,"Lyon, Auvergne-Rhône-Alpes, France","Vous souhaitez vivre une nouvelle aventure professionnelle et prendre part à un projet ambitieux ? Rejoignez-nous et ensemble accélérons nos talents pour faire de Cegid le partenaire préféré de tous nos clients autour de solutions à haute valeur ajoutée !Basé(e) sur notre site à Lyon, vous intégrez notre équipe Customer Care et en tant que Planificateur Support, vous avez donc la charge de la planification de l’activité et des ressources et êtes garant de la qualité & fiabilité des prévisions. Vos challenges Construire les prévisions d’activités mensuelles, journalièresPlanifier les ressources par activité ou par offre produits en fonction des canaux (téléphone, portail…)Assurer le pilotage en temps réel des activités ;Valider la fiabilité des indicateurs de dimensionnement et planification via des reportings adéquats.Communiquer sur les sujets liés à la planification auprès des équipes internesPrendre compte les contraintes individuelles et collectives tout en assurant un service client dans le respect des KPIContrôler et analyser les indicateurs qualitatifs et quantitatifs de suivi du service ;Mesurer les écarts d’activités, alerter et proposer des actions correctives auprès des managers de production ;Consolider les éléments de suivi de l’activité et partager les reportings aux responsables d’équipes et de service.Administrer et gérer les suivis KPIs, agent, équipe, service, directionCapacité de traiter de l’hypervisionParlons de vous…D’une formation Bac+3, vous disposez d’une première expérience de 5 ans minimum en planification et en management/gestion d’équipe qui permet une meilleure pertinence dans la gestion des ressources.  Vous avez une compétence en mise en place d'outil de WorkshopVous avez une maitrise parfaite de Excel : niveau avancé voire VBA et appétence pour la BI/BOVous êtes capable de travailler dans un environnement chiffré Au-delà des compétences métiers, nous recherchons des talents qui souhaitent exprimer leur potentiel et ouvrir les possibles avec nous car nous considérons que le partage des idées et l’intelligence collective sont source de valeur ajoutée et de performance pour tous. C’est avant tout votre aisance relationnelle, votre capacité d’apprentissage et votre curiosité qui feront la différence !  Venez vivre des expériences variées, rejoignez-nous !Cegid, c’est un groupe international de plus de 2400 collaborateurs dans 15 pays qui accompagnent les professionnels des métiers de l’Expertise-Comptable, de la Paie et des Ressources Humaines, de l’ERP, des Taxes et du Retail.Cegid conçoit des solutions de gestion utiles et innovantes pour ses clients, fort de sa vision prospective des métiers et de sa maitrise de la technologie via des services cloud.Chaque histoire est différente au sein de Cegid, à vous de créer la vôtre !",Confirmé,Temps plein,"['Gestion', 'Stratégie/planning']",['Logiciels informatiques']
77,13623,Cerema,Analyste de données,"Bron, FR","MissionsMissions traiter et étudier les extractions de base de données, les analyser,contribuer à leur interprétation afin d’en tirer des améliorations degestion, des recommandations ; construire et faire évoluer les rapports et les tableaux de suivi degestion pour permettre aux différents acteurs d’avoir une vision cohérentede leur gestion ; assurer la bonne interprétation et la diffusion des rapports et destableaux de bord de suivi de gestion ; industrialiser le procédé pour les données les plus intéressantes ; gérer les outils d’analyses pour que les décideurs internes puissent suivrel’évolution de leurs activités et de leur gestion ; recenser les besoins des utilisateurs, en les aidant à les exprimer.Les missions décrites ci-dessus correspondent aux principales missionsprévues pour ce poste. Elles peuvent changer en fonction des besoins duservice et du contexte dans lesquelles elles s’exercent.",Premier emploi,Temps plein,['Technologies de l’information'],"['Technologies et services de l’information', 'Études/recherche', 'Administration publique']"
