,id_enterprise,enterprise_name,score_avg,title,date,score,score_balanced,score_culture,score_opportunities,score_wage_advantages,score_leader_team,score_recommend,score_point_of_view,score_pdg,employee_type,employee_job,employee_city,review_intro,review_advantages,review_disadvantages,review_advises,useful_times
10,13546,Devoteam,4.1,Abandonné chez un client pendant 2 ans et demi,Wed Nov 20 2019 02:53:32 GMT-0800 (PST),2.0,2.0,4.0,1.0,3.0,2.0,Ne recommande pas,Point de vue négatif,Pas d'avis sur le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,J'ai travaillé chez Devoteam à temps plein plus d'un an,"Nombreux happenings
Bonne ambiance générale
Présence commerciale importante en clientèle
Bonne mutuelle (Henner)","Les réorganisations ont fait que j'ai fini avec un bon manager très peu disponible car lui-même en mission en clientèle.
L'équipe commerciale n'a aucun intérêt à sortir un collaborateur de mission même si ça doit passer par des extrêmes.
Pas de formation malgré les promesses en entretien annuel.
Incitation à rogner sur la vie personnelle par une rémunération variable incitative (nombre de jours de présence en clientèle supérieur à 210, participation à des actions à réaliser en dehors des horaires de travail ""conventionnelles""...)
Devoteam a dénoncé son accord d'entreprise, aucun nouvel accord jusqu'à mon départ.",,0
11,13546,Devoteam,4.1,Bonne esn,Fri Nov 15 2019 06:30:21 GMT-0800 (PST),4.0,3.0,3.0,3.0,3.0,3.0,Recommande,Point de vue neutre,Pas d'avis sur le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein,Une certaine écoute des commerciaux,"Salaire dans la moyenne , grosse boîte,",,0
12,13546,Devoteam,4.1,Consultant [S'team management],Wed Nov 13 2019 12:45:28 GMT-0800 (PST),4.0,5.0,4.0,5.0,3.0,4.0,Recommande,Point de vue positif,Pas d'avis sur le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein depuis moins d'un an,"Ambiance sympathique, bon équilibre vie pro/perso, formations offertes, bonne communication","Rémunération, pas assez bien encadré, pas de comité d'entreprise (sinon, très limité)",,0
13,13546,Devoteam,4.1,Attention aux différentes manipulations des équipes dirigeantes,Thu Nov 07 2019 03:58:03 GMT-0800 (PST),1.0,2.0,2.0,1.0,1.0,2.0,Ne recommande pas,Point de vue positif,Pas d'avis sur le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein depuis plus d'un an,Formations et missions qui peuvent être intéressantes,"Le salaire n'est pas transparent idéal pour vous endormir

Si vous ne rentrez pas dans le moule on vous le fait comprendre et vous risquez gros

Pour évoluer ... bonjour la galère. Le turnover est très élevé car les évolutions sont vraiment faibles
Le travail en interne n'est absolument pas mis en avant

J'ai maintenant 7 ans d'expériences dans le monde du conseil, c'est la pire ESN dans laquelle j'ai travaillé.",,1
14,13546,Devoteam,4.1,Reconnaissante,Thu Nov 07 2019 02:05:04 GMT-0800 (PST),4.0,3.0,4.0,4.0,4.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein depuis plus de 3 ans,J'ai été agréablement surpris de voir mon implication chez le client reconnu et surtout récompensé. Les consultants sont bien suivie et la formation y est continue.,Le télétravail devrait être plus aisé à obtenir.,,1
15,13546,Devoteam,4.1,Belle Entreprise !,Wed Nov 06 2019 06:17:04 GMT-0800 (PST),5.0,5.0,5.0,5.0,5.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein depuis plus d'un an,"- environnement de travail
- formations 
- ecoute des employés
- remuneration",- pas d'inconvenients pour l'instant,,2
16,13546,Devoteam,4.1,Une culture saine et propice à l'épanouissement,Wed Nov 06 2019 00:04:47 GMT-0800 (PST),5.0,4.0,5.0,5.0,4.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein depuis plus de 3 ans,"Assez gros pour des projets à forte valeur, sur des technologies innovantes, dans les entreprises du CAC 40, et une culture d'entreprise ""familiale"" qui reste d'actualité qui permet un épanouissement personnel et professionnel tout en confiance.","Les aléas du métier de conseil : des périodes parfois chargées, mais les dispositifs en place pour les limiter.",,3
17,13546,Devoteam,4.1,En constante amélioration,Tue Nov 05 2019 08:50:40 GMT-0800 (PST),5.0,5.0,5.0,4.0,5.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein depuis plus de 5 ans,Très bon suivi des consultants. Accompagnement entre les missions et formations régulières proposées.,En fonction des missions on peut se retrouver sur un sujet qui n'est pas forcément en totale adéquation avec son sujet de prédilection.,,1
18,13546,Devoteam,4.1,Comme un oeuf en gelée,Tue Nov 05 2019 07:49:11 GMT-0800 (PST),5.0,5.0,5.0,4.0,4.0,5.0,Recommande,Point de vue positif,Pas d'avis sur le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein depuis plus d'un an,"Management disponible et centré sur la personne et son évolution
Missions intéressantes - j'ai même le choix !
Vie personnelle vraiment préservée
Vraie vie interne à l'entreprise
Cadre permettant l'échange d'expertise et de connaissance entre les collaborateurs",Changement de client potentiellement fréquent  - comme dans toutes les entreprises de conseil,,0
19,13546,Devoteam,4.1,Bonne ESN dans l'ensemble,Tue Nov 05 2019 05:08:33 GMT-0800 (PST),4.0,4.0,4.0,4.0,3.0,4.0,Recommande,Point de vue neutre,Pas d'avis sur le PDG,Ancien employé,Chef de projet maîtrise d'œuvre,Lyon,Je travaille chez Devoteam à temps plein depuis plus d'un an,"Ce que j'apprécie particuliérement chez Devoteam est le fait qu'il m'ait fait confiance en tant que Junior ce qui m'a permis d'avoir des sujets intéressants en mission chez le client. Les formations sont bien ciblés avec le manager. J'ai la chance d'avoir une bonne commerciale et un bon manager sur le suivi de ma ""carrière"". Cela me permet de passer les certifications que je souhaitent et le choix des missions selon mes souhaits.

En terme de salaire brut c'est plûtot raisonnable meme si la direction peut mieux faire.","Les tickets restaurants, Le CE, les primes",,1
20,13550,Atos,3.3,OK,Fri Dec 13 2019 02:48:10 GMT-0800 (PST),3.0,4.0,4.0,3.0,2.0,3.0,,,,Employé actuel,Manager,Casablanca,Je travaille chez Atos à temps plein,"Equilibre pro / perso
Ambiance au sein des équipes","La rémunération
Diversité des missions
Evolution salariale",,0
21,13550,Atos,3.3,Salaire Atos,Thu Dec 12 2019 13:45:58 GMT-0800 (PST),3.0,4.0,4.0,2.0,1.0,4.0,Recommande,Point de vue négatif,Approuve le PDG,Employé actuel,Manager,Casablanca,Je travaille chez Atos à temps plein depuis plus d'un an,"lieux, les gens, equipement, ecadrement, mangement","manque des marchés,  manque des primes",,0
22,13550,Atos,3.3,Bon entreprise,Tue Dec 10 2019 09:21:26 GMT-0800 (PST),4.0,,,,,,,,,Employé actuel,Manager,Casablanca,Je travaille chez Atos à temps plein,De très beaux projets informatique,Pas de treiziemes mois / prime intéressement,,0
23,13550,Atos,3.3,entretien,Tue Dec 10 2019 08:06:22 GMT-0800 (PST),2.0,,,,,,Ne recommande pas,Point de vue neutre,Pas d'avis sur le PDG,Employé actuel,Manager,Casablanca,J'ai travaillé chez Atos à temps partiel,"technique 
salaire 
temps 
vie gout",rythme très haut,,0
24,13550,Atos,3.3,Ok,Mon Dec 09 2019 12:48:41 GMT-0800 (PST),3.0,,,,,,,,,Employé actuel,Manager,Casablanca,J'ai travaillé chez Atos à temps plein,Bonne ambiance de travail,Peu de marge de négociations,,0
25,13550,Atos,3.3,Un appart grâce à ce job,Mon Dec 09 2019 01:06:13 GMT-0800 (PST),3.0,1.0,1.0,1.0,1.0,1.0,Recommande,Point de vue positif,N'approuve pas le PDG,Employé actuel,Manager,Casablanca,J'ai travaillé chez Atos à temps plein plus de 10 ans,Y avais pas Skype il payait les voyages en Europe en 2003. Allemagne suisse Canada angleterre Espagne,Tu avances tes frais et il te rembourseront peut être un jour on. A donné un tel portable pro,Ne jamais mettre de femmes directrices,0
26,13550,Atos,3.3,Belle expérience,Wed Dec 04 2019 03:03:27 GMT-0800 (PST),3.0,,,,,,,,,Employé actuel,Manager,Casablanca,Je travaille chez Atos à temps plein,"Plein de mission, en particuliers avec WorldLine","Peu de projets innovant, beaucoup plus de la maintenance d'applications",,0
27,13550,Atos,3.3,Une ESN de plus,Mon Dec 02 2019 06:53:16 GMT-0800 (PST),2.0,3.0,2.0,2.0,2.0,2.0,,,,Employé actuel,Manager,Casablanca,J'ai travaillé chez Atos à temps plein plus de 10 ans,"Taille du groupe, missions variées.","Course à la rentabilité, perpétuels changements de managers, pas de suivi des consultants.",,0
28,13550,Atos,3.3,Bonne ambiance dans mon équipe,Wed Nov 27 2019 00:58:56 GMT-0800 (PST),3.0,,,,,,,,,Employé actuel,Manager,Casablanca,J'ai travaillé chez Atos à temps plein,"Technologie de pointe (HPC), manager directe accessible","Petit salaire
Évolution quasi nulle
Localisation des bureaux",,0
29,13550,Atos,3.3,tres bonne expérience,Tue Nov 19 2019 05:50:33 GMT-0800 (PST),4.0,3.0,3.0,3.0,2.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Employé actuel,Manager,Casablanca,Je travaille chez Atos à temps plein depuis plus de 10 ans,"Grande entreprise mondiale, facilité pour les jeunes diplômés, de bons stages, salaires attractifs pour les ingénieurs, cadres moins pour les postes d'assistantes
Evolution interne pour ceux considérés comme des Talents.
Un siège moderne, avec une cantine et salle de sport, tramway à 10 min à pied
Très belle expérience pour les stagiaires et alternants","Loin de la Défense, les assistantes sont pas bien considérées et de moins ne moins présentes, salaires des Etam et assistantes cadres pas élévés (pas d'augmentation régulière sauf grâce aux RP ), participation et intéressement très faible (mini légal) pour un grand groupe, 30 jours de CP, un CET, RTT, chèque vacances/ culture et Noel  si Atos International ...",Fidélisez plus vos salariés et récompensez plus (intéressement/participation/prime),0
30,13550,Atos,3.3,Favorable,Mon Nov 18 2019 13:32:05 GMT-0800 (PST),5.0,,,,,,,,,Employé actuel,IT Business Analyst,Toulouse,Je travaille chez Atos à temps plein depuis plus d'un an,Mission Ambiance Hiérarchie Direction Implication,Rien A Signaler Pour Instant,,0
31,13550,Atos,3.3,Null,Sun Nov 17 2019 12:11:02 GMT-0800 (PST),1.0,1.0,1.0,1.0,1.0,1.0,Ne recommande pas,Point de vue négatif,N'approuve pas le PDG,Employé actuel,IT Business Analyst,Toulouse,Je travaille chez Atos à temps plein,y'a pas d'avantage chez atos,"pas de gestion de carière, pas de prime, pas de  formation ni de suivi de mission.",,0
32,13550,Atos,3.3,Bonne boite,Sat Nov 16 2019 14:17:59 GMT-0800 (PST),4.0,4.0,3.0,3.0,3.0,3.0,Recommande,Point de vue positif,Pas d'avis sur le PDG,Employé actuel,IT Business Analyst,Toulouse,Je travaille chez Atos à temps plein depuis plus d'un an,"Projets Sympas, bonnes conditions de travail, pas trop de stress",Salaires en dessous du marché,,1
33,13550,Atos,3.3,Bonne entreprise pour commencer,Sat Nov 16 2019 14:08:39 GMT-0800 (PST),3.0,4.0,3.0,2.0,3.0,2.0,Recommande,Point de vue neutre,Pas d'avis sur le PDG,Employé actuel,IT Business Analyst,Toulouse,J'ai travaillé chez Atos à temps plein plus de 3 ans,Missions de grande envergures,Manque de communication managériale,Miser sur les junior pour ne pas perdre les ressources formées,0
34,13550,Atos,3.3,boite financière,Wed Nov 13 2019 16:14:34 GMT-0800 (PST),3.0,3.0,2.0,3.0,3.0,3.0,Ne recommande pas,Point de vue négatif,Pas d'avis sur le PDG,Employé actuel,IT Business Analyst,Toulouse,Je travaille chez Atos à temps plein depuis plus de 3 ans,"Payer bien les Comissionnements
Tremplin pour les jeunes","Pas de produit
Gros pbl d'organisation",,0
35,13550,Atos,3.3,Sérieux,Tue Nov 12 2019 15:01:49 GMT-0800 (PST),4.0,5.0,4.0,4.0,4.0,4.0,Recommande,Point de vue positif,Pas d'avis sur le PDG,Employé actuel,IT Business Analyst,Toulouse,J'ai travaillé chez Atos à temps plein plus de 5 ans,"Taille des projets, ambiance dans les équipes excellentes, salaire correct","Peu d'avantages périphériques, lourdeur administrative, peu d'agressivité commerciale",Un peu plus de fun,0
36,13550,Atos,3.3,Bonne entreprise pour débuter,Tue Nov 12 2019 03:13:46 GMT-0800 (PST),2.0,4.0,2.0,1.0,1.0,2.0,Recommande,Point de vue neutre,N'approuve pas le PDG,Employé actuel,IT Business Analyst,Toulouse,J'ai travaillé chez Atos à temps plein,"Cohésion d equipe, projet inintéressant",Pas d augmentation de salaire,,0
37,13550,Atos,3.3,Mauvaise ambiance,Sun Nov 10 2019 00:16:07 GMT-0800 (PST),2.0,,,,,,Ne recommande pas,Point de vue neutre,Pas d'avis sur le PDG,Employé actuel,IT Business Analyst,Toulouse,Je travaille chez Atos à temps plein depuis plus de 3 ans,Missions plus ou moins intéressantes,Mauvaise ambiances. Argent avant aspirations du salarié,,0
38,13550,Atos,3.3,Avis Atos,Thu Nov 07 2019 04:24:15 GMT-0800 (PST),3.0,,,,,,,,,Employé actuel,IT Business Analyst,Toulouse,Je travaille chez Atos à temps plein,grande boite d'IT reconnue mondialement,Les  salaires ont des évolutions lentes.,,0
39,13550,Atos,3.3,atos avis,Mon Nov 04 2019 10:26:42 GMT-0800 (PST),3.0,4.0,3.0,2.0,3.0,4.0,,,,Employé actuel,IT Business Analyst,Toulouse,Je travaille chez Atos à temps plein depuis moins d'un an,"ambiance, CE, resto, proximité avec le client","suivi, mission, concurrence entre les différences agences",plus de transparence entre les différentes agences,0
40,13551,Atos,3.6,Je ne recommande pas.,Tue May 21 2019 03:17:26 GMT-0700 (PDT),2.0,3.0,1.0,2.0,2.0,2.0,Ne recommande pas,Point de vue neutre,Pas d'avis sur le PDG,Employé actuel,Ingénieur Développement Logiciel,Bry,Je travaille chez Atos à temps plein depuis moins d'un an,Les missions peuvent être des fois intéressantes .,Les ressources humaines et l'empathie sont inexistantes.,,0
41,13551,Atos,3.6,"dépend de la mission, gel d'augmentation de salaire",Wed Jun 24 2015 19:32:44 GMT-0700 (PDT),2.0,2.0,2.0,3.0,2.0,1.0,Ne recommande pas,Point de vue neutre,,Employé actuel,Ingénieur Développement Logiciel,Bry,Je travaille chez Atos à  depuis plus d'un an,Si vous réussissez à avoir une bonne mission et un bon salaire d'entré c'est une bonne ssii. Vous pourriez avoir un pc portable d'atos et vous avez 100% transport en commun si vous êtes en mission.,"Comme toute les ssii, il faut savoir dire non à des missions que vous voulez pas, sinon ils insistent que vous l'ayez.",Donner plus de visibilité au collaborateur pour le choix de leurs missions.Donnez des augmentations aux collaborateurs. et pas une participation minable comme le cas cette année.,0
42,13551,Atos,3.6,Bonne activité manageriale,Sat Jan 03 2015 14:32:13 GMT-0800 (PST),3.0,4.0,5.0,3.0,2.0,4.0,Recommande,Point de vue neutre,,Employé actuel,Ingénieur Développement Logiciel,Bry,Je travaille chez Atos à temps plein depuis plus de 5 ans,"Je ne suis pas resté assez longtemps pour savoir si cela m'aurait permis d'avoir des avantages particulier.
Mais je pense qu'on a tous une chance d'obtenir un bonus....","Le salaire n'est pas conséquent mais à l'heure ou je vous parle, j'ai pris le large :-)
c'était 35000 euros annuel.",Apprenez à reconnaître les bons éléments.,0
43,13552,Atos Consulting,2.8,Pas de suivi du management,Wed Jun 26 2019 08:49:49 GMT-0700 (PDT),2.0,5.0,2.0,2.0,4.0,2.0,Ne recommande pas,,,Employé actuel,Senior Consultant,Paris,Je travaille chez Atos Consulting à temps plein depuis moins d'un an,"Mutuelle, salaire correct, avantages CE","Pas de suivi ni écoute du management, pas de changement de mission malgré plusieurs mois sur un projet peu intéressant et dans un contexte difficile",,0
44,13552,Atos Consulting,2.8,Consultant Junior,Sun Jun 16 2019 07:34:56 GMT-0700 (PDT),3.0,4.0,2.0,2.0,2.0,2.0,Ne recommande pas,Point de vue neutre,,Employé actuel,Senior Consultant,Paris,Je travaille chez Atos Consulting à temps plein depuis plus d'un an,Équilibre vie privée vie professionnelle,Manque de perspectives d’évolution de carrière,Être davantage méritocrate pour valoriser ses employés et accorder de l’importance au plan de carrière et aux besoins des employés,0
45,13552,Atos Consulting,2.8,Bonne expérience,Wed Mar 13 2019 09:49:50 GMT-0700 (PDT),4.0,,,,,,,,,Employé actuel,Senior Consultant,Paris,J'ai travaillé chez Atos Consulting à temps plein,"-Managers souvent compétents pour la plupart, idéal pour un junior pour faire son apprentissage dans le conseil
-Renom du groupe Atos",-Pas toujours suffisamment de missions intéressantes pour les consultants,,0
46,13552,Atos Consulting,2.8,belle première expérience dans le conseil,Wed Feb 20 2019 07:46:57 GMT-0800 (PST),5.0,4.0,4.0,4.0,4.0,4.0,Recommande,Point de vue positif,,Employé actuel,Senior Consultant,Paris,J'ai travaillé chez Atos Consulting à temps plein moins d'un an,"Equipe
Premier salaire pour un junior",Top management distant. Il aurait été plus intéressant d'avoir des rapports plus proches,,0
47,13552,Atos Consulting,2.8,Entreprise formatrice et challengeante,Thu Feb 14 2019 02:23:20 GMT-0800 (PST),4.0,3.0,4.0,4.0,5.0,3.0,Recommande,Point de vue neutre,,Employé actuel,Senior Consultant,Paris,Je travaille chez Atos Consulting à temps plein,"Salaire attractif, missions intéressantes et variées","Beaucoup de déplacement, changement régulier de mission donc peu de stabilité",,0
48,13552,Atos Consulting,2.8,retour sur Atos,Tue Feb 12 2019 05:14:43 GMT-0800 (PST),3.0,,,,,,,,,Employé actuel,Senior Consultant,Paris,Je travaille chez Atos Consulting à temps plein,Diversité des collaborateurs et ambiance de travail,Stratégie - organisation interne - positionnement du conseil au sein du groupe,,0
49,13552,Atos Consulting,2.8,Mais où va-t-on ?,Thu Nov 15 2018 07:46:06 GMT-0800 (PST),1.0,2.0,1.0,1.0,2.0,2.0,Ne recommande pas,Point de vue négatif,,Employé actuel,Senior Consultant,Paris,Je travaille chez Atos Consulting à temps plein,... je cherche encore et toujours,"Lourdeur du Groupe, absence totale de stratégie et d'autonomie",Filialisez et vendez pendant que c'est encore possible,0
50,13552,Atos Consulting,2.8,"Au moins sur le Titanic, ils chantaient",Sun Sep 09 2018 12:11:08 GMT-0700 (PDT),1.0,2.0,1.0,1.0,2.0,1.0,Ne recommande pas,Point de vue négatif,,Employé actuel,Senior Consultant,Paris,J'ai travaillé chez Atos Consulting à temps plein plus de 5 ans,"5 jours de congés par ans (4 pour les fêtes de fin d'année), et un en Mai pour un pont, et des viennoiseries deux fois par semaine.
Le bureau de Nyon est bien placé pour ceux qui viennent en voiture (plein de de places de parking).
Bon deuxième pilier.
Des apéros presque tous les vendredi soir fêter les départs.","Presque tout. De moins en moins de clients, et le principal client est dans une situation très délicate.
Difficile de se projeter à plus de 1 ou 2 mois","Conseils à la direction? Ha bon, il y a une direction?",2
51,13552,Atos Consulting,2.8,Business Consultant - Digital Transformation,Fri Jul 27 2018 07:56:08 GMT-0700 (PDT),4.0,3.0,4.0,4.0,3.0,3.0,Recommande,Point de vue neutre,,Employé actuel,Senior Consultant,Paris,Je travaille chez Atos Consulting à temps plein,"ouvert
hierarchie plate
clients grands portefeuilles
connaissance SI","rémunération
écart de compétence entre employées
peu de visibilité / projection au sein du groupe",Plus de flexibilité dans les grilles de salaires et le placement de consultants chez les clients en fonction de l'envie et du talent,0
52,13552,Atos Consulting,2.8,Atos Consulting c'est fini,Fri Jun 08 2018 07:36:13 GMT-0700 (PDT),1.0,3.0,4.0,1.0,3.0,1.0,Ne recommande pas,Point de vue négatif,,Employé actuel,Senior Consultant,Paris,Je travaille chez Atos Consulting à temps plein depuis plus de 10 ans,"Jours de congé supplémentaires (wellness), team events (bien que de plus en plus rares), petites attentions au bureau (pains au chocolat, fruits, boissons etc...)","Depuis le rachat de CTP par Atos, la division Atos consulting est en perdition. Les employés fuient, se font licencier ou vont se faire licencier. Nous sommes passés de 250 en Suisse à 150? voir moins.L'ambiance est forcément en conséquences...et c'est franchement la fin. A moyen terme le bureau de Nyon devrait fusionner avec celui de Renens j'imagine.","A moins d'un miracle dans les trois mois, il est beaucoup trop tard pour espérer un redressement. La faute en incombe pas seulement à Atos mais surtout à l'ancienne direction de CTP. Il n'y a jamais eu de plan stratégique si ce n'est une gestion à a petite semaine. Vraiment dommage et malheureux d'avoir laisser mourir cette société pour le petit profit de quelques uns.",0
53,13553,Atos-Syntel,3.4,Développeur de logiciel avec deux ans d'expérience,Thu Jul 04 2019 01:27:23 GMT-0700 (PDT),5.0,5.0,5.0,4.0,4.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Employé actuel,Employé anonyme,,Je travaille chez Atos-Syntel à temps plein depuis plus d'un an,Excellente opportunité d'apprentissage et de progression pour les juniors,Pas beaucoup,,0
54,13553,Atos-Syntel,3.4,Avis Positif,Mon Oct 17 2016 02:27:07 GMT-0700 (PDT),5.0,4.0,5.0,3.0,4.0,4.0,,,,Employé actuel,Employé anonyme,,Je travaille chez Atos-Syntel à temps plein,Je pense que cet avis doit etre positif car c'est une belle boite.,Je ne vois pas vraiment d'inconvenient la tout de suite maintenant. Mais ce la peut venir assez vite.,,0
55,13554,Atos Medical,2.6,Travailler sous une direction faschissante et incompétente,Wed Dec 21 2016 11:31:47 GMT-0800 (PST),1.0,1.0,1.0,1.0,1.0,1.0,Ne recommande pas,Point de vue négatif,,Ancien employé,Sales and Business Development Manager,"Bagneux, Île-de-France",J'ai travaillé chez Atos Medical à temps plein plus d'un an,"Si vous aimez les gens qui s'approprient vos succès, vos idées : allez-y
Pas de plan marketing, aucun dossier de remboursement en cours.
Fraude la sécurité sociale en se faisant rembourser les nouvelles prothèses phonatoires avec les anciennes références qui avaient, elles, le droit d'etre remboursées","Trop long à énumérer, mais tant que cette société sera manager que sous l'aspect financier sans tenir compte du reste et plus particulièrement des patients, elle stagnera","Demissionner, cela évitera de cacher votre incompétence en licenciant les vrais professionnels qui font tourner la société",3
56,13558,Dassault Systemes,3.7,Une entreprise bienveillante et formatrice,Wed Dec 04 2019 06:26:21 GMT-0800 (PST),5.0,4.0,5.0,5.0,4.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Finance,Vélizy,J'ai travaillé chez Dassault Systemes à temps plein,"- Collègues tres smart 
- Formation permanente 
- Process efficaces 
- Fléxibilité 
- Rémuneration et avantages très attractifs",Il n'y a pas d'inconvenients,,0
57,13558,Dassault Systemes,3.7,Dassault Systemes,Thu Nov 21 2019 13:36:32 GMT-0800 (PST),4.0,3.0,4.0,3.0,4.0,3.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Finance,Vélizy,J'ai travaillé chez Dassault Systemes à temps plein plus de 10 ans,L entreprise propose de bons Avantages sociaux,L entreprise se situe a Vélizy,,0
58,13558,Dassault Systemes,3.7,3DS,Sun Oct 13 2019 08:57:00 GMT-0700 (PDT),4.0,4.0,3.0,4.0,4.0,3.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Finance,Vélizy,Je travaille chez Dassault Systemes à temps plein depuis plus de 3 ans,Excellent CE. Interessement et paricipation representant jusqu'à 20% du salaire brut. Excellente mutuelle,Beaucoup de politique qui ralentissent la prise de décisions.,,0
