,id_enterprise,enterprise_name,number_reviews,number_jobs,number_employees,number_interviews,number_advantages,number_photos,web_link,city,size,founding_date,enterprise_type,sector,incomes,presentation,number_distinctions,distinctions,number_prizes,prizes
122,13778,Gfi Informatique, 463," 2,3k", 567, 62, 181, 26,http://www.gfi.world,"Saint-Ouen, Île-de-France",Plus de 10 000 employés, 1995, Entreprise cotée en bourse, Services informatiques, Entre 1 et 2 milliards € (EUR) par an,"À propos de GfiLe Groupe Gfi, présent dans plus de 20 pays, est un leader incontournable des services informatiques à valeur ajoutée et des logiciels. Gfi occupe un positionnement stratégique différenciant entre les opérateurs de taille mondiale et les acteurs de niche. Avec son profil de multi-spécialiste, Gfi met au service de ses clients une combinaison unique de proximité, d’organisation sectorielle et de solutions de qualité industrielle. Le Groupe qui compte près de 19 500 collaborateurs a réalisé en 2018 un chiffre d’affaires de 1 395 M€.Pour plus d’informations : www.gfi.world",0,[],4,"[""Trophée d'or de la Direction du Recrutement(DRH spécialisés, mention spéciale : Armée de Terre), Victoires du Capital Humain, 2014"", 'OTaC Social Media Talent Interaction France(15), Potentialpark, 2015', '4ème place au classement Happy@Work 2019 des entreprises de + de 5000 salariés, Happy At Work, 2019', 'most attractive employers france 2019, Universum Global, 2019']"
123,13779,GFI Software, 57, 3, 38, 6, 18, 4,http://www.gfi.com,"Austin, TX (États-Unis)",De 51 à 200 employés, 1992, Entreprise non cotée en bourse, Matériel et logiciels informatiques, Ne sait pas / non applicable,,0,[],0,[]
124,13780,GFI Group, 86, 209, 141, 16, 16, --,http://www.gfigroup.com,"New York, NY (États-Unis)",De 1 001 à 5 000 employés, 1987, Entreprise cotée en bourse (GFIG) , Services de courtage, Entre 500 millions et 1 milliard € (EUR) par an,,0,[],0,[]
125,13783,ACCEO Solutions, 27, 42, 43, 3, 7, 10,http://www.acceo.com,"Montréal, QC (Canada)",De 501 à 1 000 employés, 1988, Entreprise non cotée en bourse, Solutions logicielles et réseau d'entreprise, Entre 100 et 500 millions € (EUR) par an,,0,[],0,[]
126,13787,GFI Group, 86, 209, 141, 16, 16, --,http://www.gfigroup.com,"New York, NY (États-Unis)",De 1 001 à 5 000 employés, 1987, Entreprise cotée en bourse (GFIG) , Services de courtage, Entre 500 millions et 1 milliard € (EUR) par an,,0,[],0,[]
127,13790,Gfi Informatique, 463," 2,3k", 567, 62, 181, 26,http://www.gfi.world,"Saint-Ouen, Île-de-France",Plus de 10 000 employés, 1995, Entreprise cotée en bourse, Services informatiques, Entre 1 et 2 milliards € (EUR) par an,"À propos de GfiLe Groupe Gfi, présent dans plus de 20 pays, est un leader incontournable des services informatiques à valeur ajoutée et des logiciels. Gfi occupe un positionnement stratégique différenciant entre les opérateurs de taille mondiale et les acteurs de niche. Avec son profil de multi-spécialiste, Gfi met au service de ses clients une combinaison unique de proximité, d’organisation sectorielle et de solutions de qualité industrielle. Le Groupe qui compte près de 19 500 collaborateurs a réalisé en 2018 un chiffre d’affaires de 1 395 M€.Pour plus d’informations : www.gfi.world",0,[],4,"[""Trophée d'or de la Direction du Recrutement(DRH spécialisés, mention spéciale : Armée de Terre), Victoires du Capital Humain, 2014"", 'OTaC Social Media Talent Interaction France(15), Potentialpark, 2015', '4ème place au classement Happy@Work 2019 des entreprises de + de 5000 salariés, Happy At Work, 2019', 'most attractive employers france 2019, Universum Global, 2019']"
128,13791,GFI, 28, 543, 31, 3, 3, --,http://www.gfi.su,Moscou (Russie),De 51 à 200 employés, Inconnu, Entreprise non cotée en bourse, Jeux vidéo, Ne sait pas / non applicable par an,,0,[],0,[]
129,13792,GFI Software, 57, 3, 38, 6, 18, 4,http://www.gfi.com,"Austin, TX (États-Unis)",De 51 à 200 employés, 1992, Entreprise non cotée en bourse, Matériel et logiciels informatiques, Ne sait pas / non applicable,,0,[],0,[]
130,13795,ACCEO Solutions, 27, 42, 43, 3, 7, 10,http://www.acceo.com,"Montréal, QC (Canada)",De 501 à 1 000 employés, 1988, Entreprise non cotée en bourse, Solutions logicielles et réseau d'entreprise, Entre 100 et 500 millions € (EUR) par an,,0,[],0,[]
131,13796,Accor," 1,3k"," 4,1k"," 1,6k", 141, 391, 33,http://www.group.accor.com,Paris,Plus de 10 000 employés, 1967, Entreprise cotée en bourse (ACCOR SA) ," Hôtels, motels et stations de tourisme", Entre 5 et 10 milliards € (EUR) par an,"AccorHotels is a world-leading travel & lifestyle group and digital innovator offering unique experiences in more than 4,200 hotels, resorts and residences, as well as in over 10,000 of the finest private homes around the globe. With its dual expertise as an investor and operator, AccorHotels operates in 95 countries. Its portfolio includes internationally renowned luxury brands, the mid-range boutique hotel brands and very popular budget brands. AccorHotels provides innovative services to travelers, throughout their entire journey, notably through the recent acquisition of John Paul, the leading concierge service worldwide.AccorHotels has a global team of more than 250,000 committed women and men investing all their energy into making “Feel Welcome” resonate as the finest hotel promise.AccorHotels plays an active role in the local communities where it operates and is actively involved in promoting sustainable development and solidarity.",1,"[{'name': 'Meilleurs Employeurs', 'year': '2018', 'position': '22'}]",8,"[""World's Best Multinational Workplaces, Great Places to Work Institute, 2013"", '25 Best Multinational Companies to Work For (in Latin America)(#6), Great Place to Work Institute, 2012', 'Best Companies to Work for in Latin America, Great Place to Work Institute, 2009', 'Best Companies to Work for in Mexico, Great Place to Work Institute, 2009', 'Best Companies to Work for Women in Mexico, Great Place to Work Institute, 2009', 'Global 100 Most Sustainable Corporations List, Corporate Knights, 2009', 'Best Companies to Work for in Latin America, Great Place to Work Institute, 2008', 'Global 100 Most Sustainable Corporations List, Corporate Knights, 2008']"
132,13800,ibis, 224, 27, 357, 35, 65, 4,http://www.ibis.com,Courcouronnes,Plus de 10 000 employés, Inconnu, Filiale ou unité d'exploitation," Hôtels, motels et stations de tourisme", Ne sait pas / non applicable,,0,[],0,[]
133,13801,La Redoute, 40, 53, 62, 7, 22, 1,http://www.laredoute.gr,Roubaix,De 1 001 à 5 000 employés, Inconnu, Entreprise non cotée en bourse, Autres magasins de détail, Entre 500 millions et 1 milliard € (EUR) par an,,0,[],0,[]
134,13802,LA REDOUTE, 1, --, 1, --, --, --,http://www.laredoute.com,Roubaix,Inconnu, Inconnu, Entreprise cotée en bourse, Inconnu, Ne sait pas / non applicable par an,,0,[],0,[]
135,13803,Veolia," 1,1k"," 4,1k"," 2,0k", 152, 366, 86,http://www.veolia.com,Paris,Plus de 10 000 employés, 1853, Entreprise cotée en bourse (VIE) , Services publics de distribution, Entre 2 et 5 milliards € (EUR) par an,"Présent sur les cinq continents avec plus de 187 000 salariés, Veolia conçoit et déploie des solutions pour la gestion de l’eau, la gestion des déchets, et la gestion énergétique, participant au développement durable et à la compétitivité de ses clients.Le Groupe accompagne ainsi les industriels, les villes et leurs habitants, dans l’usage optimisé des ressources, afin d’en augmenter l’efficacité économique, environnementale et sociale.Grâce à ces trois cœurs de métiers complémentaires et synergiques, Veolia contribue à développer l’accès aux ressources, préserver les ressources disponibles et les renouveler.",1,"[{'name': 'Le Top des PDG', 'year': '2019', 'position': '6'}]",8,"['The Decentralised Energy Awards - Industrial Awards Winner (combined heat and power), The ADE, 2018', 'Rushlight Resource Recycling Award, Rush Light Events, 2018', 'Social Mobility Employer Index - ranked #83 in top 100, Social Mobility Foundation, 2019', 'NDA Export Award, Oxford Technologies, 2018', 'Institute of Water Strictly Innovation Award, https://www.instituteofwater.org.uk/scottish-area-innovation-award/, 2017', 'BITC Responsible Business Award reaccreditation, BITC, 2017', 'Horticulture Week - Custodian Award Best Parks Partnership Award, HortWeek.com, 2017', 'National Recycling Awards - Private-Public Sector Partnership Award, nra.mrw.co.uk, 2017']"
136,13805,OTV, 15, 21, 14, 2, 2, 1,http://www.otv.fr,"Saint-Maurice, Alsace",Plus de 10 000 employés, 1980, Filiale ou unité d'exploitation, Services publics de distribution, Entre 100 et 500 millions € (EUR) par an,"Filiale de Veolia Environnement, OTV conçoit, réalise et met en route des installations destinées à produire de l'eau potable, traiter les eaux usées et pluviales ainsi que les boues récupérées après traitement.Expert en Ingénierie du traitement de l'eau, OTV s'attache depuis 80 ans à être un partenaire de confiance de nombreuses collectivités publiques et d'industriels. Dans le cadre d'une mission de management de projet, l'entreprise conçoit et réalise, pour leur compte, des ouvrages de traitements d'eau sur mesure et des usines clés en mains.Dans une volonté permanente d'amélioration de la qualité, OTV développe de nouveaux procédés en symbiose avec les différents acteurs du groupe Veolia Environnement.Sa qualité d'expert lui permet d'offrir à tous ses clients des filières éprouvées, économiquement viables, avec un souci permanent de développement durable.Parce que l'eau est un bien commun et précieux, OTV est un acteur incontournable de l'environnement.",0,[],0,[]
137,13806,Veolia Water Tech, 8, --, 12, --, 18, --,http://veoliawatertech.com,,Inconnu, Inconnu, Entreprise non cotée en bourse, Inconnu, Ne sait pas / non applicable par an,,0,[],0,[]
138,13807,Groupe NICOLLIN - Groupe VEOLIA, 1, --, 1, --, --, --,http://www.groupenicollin.com,Saint-Fons,Inconnu, Inconnu, Inconnu, Inconnu, Ne sait pas / non applicable par an,,0,[],0,[]
139,13809,Transdev, 399," 1,8k", 406, 58, 124, 18,http://www.transdevna.com,"Lombard, IL (États-Unis)",Plus de 10 000 employés, 2011, Entreprise non cotée en bourse, Gestion des transports, Ne sait pas / non applicable,"Qu'elle soit obligée ou choisie, l'utilisation de plusieurs moyens de transport pour un même déplacement est une réalité pour la plupart des voyageurs. Chacun veut passer facilement d'un mode à l'autre, sans perdre de temps aux correspondances ni avoir à multiplier les titres de transport.De leur côté, les autorités organisatrices font de l'intermodalité un critère clé des cahiers des charges : la bonne articulation des réseaux et systèmes de mobilité conditionne à la fois la rationalisation de l'offre de transport et la satisfaction de ses clients.Pour accompagner ses passagers de porte à porte, nous avons été l'un des premiers à développer les maillons manquants de la chaîne de mobilités - tels que la voiture électrique partagée ou le vélo.",0,[],0,[]
